# G1.5V HR 2667 = HD 53705 = GJ 264.1A = GJ 9223A = HIP 34065 = Gaia DR3 5559265690666326016 (V=5.534;ASCC-2.5)
# negligibly reddened (d=17pc), uncorrected for reddening
#lam(nm) Flux(W/m2/nm) unc_Flux(W/m2/nm)
336   1.5035282e-13  1.7678753e-14
338   1.4993666e-13  1.5053185e-14
340   1.3468430e-13  1.3525526e-14
342   1.1839119e-13  1.3122773e-14
344   1.2043080e-13  1.3410454e-14
346   1.3200716e-13  1.4339744e-14
348   1.3163937e-13  1.5822767e-14
350   1.1708993e-13  1.7742601e-14
352   1.1664542e-13  2.0183064e-14
354   1.3908251e-13  2.2124202e-14
356   1.4690156e-13  2.1789482e-14
358   1.2896730e-13  1.9771543e-14
360   1.1903411e-13  1.8763710e-14
362   1.2707366e-13  1.8362441e-14
364   1.3916109e-13  1.8899709e-14
366   1.4094589e-13  1.9590834e-14
368   1.3764426e-13  2.1129123e-14
370   1.4334820e-13  2.2249100e-14
372   1.5603952e-13  2.3237717e-14
374   1.5745697e-13  2.5420397e-14
376   1.4184819e-13  2.5674795e-14
378   1.3113631e-13  2.8586820e-14
380   1.4196068e-13  2.9642646e-14
382   1.5964942e-13  2.8588740e-14
384   1.5920064e-13  3.0079450e-14
386   1.4149714e-13  2.6555806e-14
388   1.2927440e-13  2.4278060e-14
390   1.3305683e-13  2.3442225e-14
392   1.4315978e-13  1.9305516e-14
394   1.4759174e-13  1.8151125e-14
396   1.4830265e-13  1.7818815e-14
398   1.5631883e-13  1.5188410e-14
400   1.7759316e-13  1.4928668e-14
402   2.0672593e-13  1.5313080e-14
404   2.2889178e-13  1.3473797e-14
406   2.3493585e-13  1.3137683e-14
408   2.2701188e-13  1.3976368e-14
410   2.1603421e-13  1.2775695e-14
412   2.1278540e-13  1.1813870e-14
414   2.2076344e-13  1.2807590e-14
416   2.3247783e-13  1.2574414e-14
418   2.3829907e-13  1.1107915e-14
420   2.3289354e-13  1.1307227e-14
422   2.1866208e-13  1.2062706e-14
424   2.0348508e-13  1.1140287e-14
426   1.9507260e-13  9.9794660e-15
428   1.9508475e-13  1.0437685e-14
430   2.0083157e-13  1.0843675e-14
432   2.0688868e-13  9.8807105e-15
434   2.0962192e-13  8.8679910e-15
436   2.0991776e-13  9.1334555e-15
438   2.1139606e-13  9.4964650e-15
440   2.1658286e-13  8.8664885e-15
442   2.2649032e-13  7.9179790e-15
444   2.3898087e-13  7.7559680e-15
446   2.5033345e-13  8.0683785e-15
448   2.5714245e-13  7.9158410e-15
450   2.5802703e-13  7.2153990e-15
452   2.5448182e-13  6.6339747e-15
454   2.4956820e-13  6.6093032e-15
456   2.4616878e-13  6.7514640e-15
458   2.4647653e-13  6.5588500e-15
460   2.4987434e-13  5.9993920e-15
462   2.5497700e-13  5.4859656e-15
464   2.5948425e-13  5.3678176e-15
466   2.6121387e-13  5.4737800e-15
468   2.6051833e-13  5.4118910e-15
470   2.5716820e-13  5.0078240e-15
472   2.5304688e-13  4.4887280e-15
474   2.4967398e-13  4.2260890e-15
476   2.4777535e-13  4.2910020e-15
478   2.4740206e-13  4.3680977e-15
480   2.4840316e-13  4.1946664e-15
482   2.4897320e-13  3.7796700e-15
484   2.4900210e-13  3.4042356e-15
486   2.4714817e-13  3.3069110e-15
488   2.4417770e-13  3.4173212e-15
490   2.4069676e-13  3.4557549e-15
492   2.3765183e-13  3.2741065e-15
494   2.3534670e-13  2.9365167e-15
496   2.3433287e-13  2.6610620e-15
498   2.3498330e-13  2.6158220e-15
500   2.3675210e-13  2.7230144e-15
502   2.3800197e-13  2.7744304e-15
504   2.3908670e-13  2.6756120e-15
506   2.3874408e-13  2.4510002e-15
508   2.3699210e-13  2.2301539e-15
510   2.3413280e-13  2.1355727e-15
512   2.3035607e-13  2.1658550e-15
514   2.2652517e-13  2.2179158e-15
516   2.2331408e-13  2.1994835e-15
518   2.2116326e-13  2.0914986e-15
520   2.1994486e-13  1.9391394e-15
522   2.2040928e-13  1.8264377e-15
524   2.2210532e-13  1.7988553e-15
526   2.2429518e-13  1.8341986e-15
528   2.2679863e-13  1.8758332e-15
530   2.2913588e-13  1.8770894e-15
532   2.3035865e-13  1.8219846e-15
534   2.3068464e-13  1.7342829e-15
536   2.3046205e-13  1.6524592e-15
538   2.2931348e-13  1.6033531e-15
540   2.2729680e-13  1.5941756e-15
542   2.2516823e-13  1.6130434e-15
544   2.2324663e-13  1.6360906e-15
546   2.2098308e-13  1.6390920e-15
548   2.1916610e-13  1.6197813e-15
550   2.1787273e-13  1.5818295e-15
552   2.1720509e-13  1.5360359e-15
554   2.1632292e-13  1.4889024e-15
556   2.1615540e-13  1.4572886e-15
558   2.1614072e-13  1.4423668e-15
560   2.1604334e-13  1.4414265e-15
562   2.1598606e-13  1.4492884e-15
564   2.1601481e-13  1.4583251e-15
566   2.1620718e-13  1.4621239e-15
568   2.1636372e-13  1.4553972e-15
570   2.1701137e-13  1.4415684e-15
572   2.1797886e-13  1.4228171e-15
